User_ID,Timestamp,App_Name,Screen_Taps,Notifications_Clicked,Day_of_Week,Hour_of_Day,Total_Sessions_Today,Previous_App_Used,Duration_mins
U109,2025-01-07 08:04:59.980196,TikTok,119,3,Tuesday,8,3,Twitter,13.2
U121,2025-01-10 02:08:59.980217,YouTube,70,4,Friday,2,5,WhatsApp,1.68
U095,2025-01-26 00:44:59.980239,TikTok,223,5,Sunday,0,8,Facebook,1.77
U048,2025-01-13 12:57:59.980268,TikTok,228,2,Monday,12,7,Twitter,19.55
U157,2025-02-17 17:00:59.980291,Twitter,298,5,Monday,17,9,TikTok,4.92
U072,2025-03-09 07:22:59.980313,Facebook,18,2,Sunday,7,4,Instagram,9.19
U003,2025-02-22 05:56:59.980334,Spotify,198,0,Saturday,5,4,Facebook,11.23
U013,2025-02-10 16:11:59.980355,TikTok,290,3,Monday,16,7,WhatsApp,0.71
U117,2025-01-01 14:17:59.980378,Instagram,72,5,Wednesday,14,4,Telegram,0.64
U078,2025-02-16 12:55:59.980399,Instagram,195,1,Sunday,12,3,YouTube,0.93
U095,2025-02-08 14:51:59.980420,YouTube,11,2,Saturday,14,9,TikTok,26.8
U022,2025-02-18 01:57:59.980441,YouTube,24,5,Tuesday,1,5,Instagram,4.61
U075,2025-01-01 23:40:59.980464,Spotify,205,1,Wednesday,23,4,Telegram,35.47
U162,2025-02-12 11:57:59.980491,Twitter,198,3,Wednesday,11,7,Instagram,5.24
U180,2025-02-12 21:22:59.980515,Telegram,65,4,Wednesday,21,5,Twitter,3.56
U015,2025-02-03 11:38:59.980536,Spotify,100,4,Monday,11,9,Facebook,8.61
U108,2025-01-22 19:11:59.980556,Facebook,31,5,Wednesday,19,7,Instagram,5.6
U164,2025-01-30 09:36:59.980578,Facebook,244,3,Thursday,9,2,Twitter,1.3
U158,2025-03-07 15:54:59.980600,Facebook,109,5,Friday,15,4,TikTok,0.85
U055,2025-01-19 08:35:59.980622,WhatsApp,257,0,Sunday,8,5,Telegram,2.66
U085,2025-01-06 02:14:59.980643,Instagram,179,5,Monday,2,4,Instagram,2.37
U180,2025-01-13 06:19:59.980666,Facebook,188,0,Monday,6,6,Telegram,2.18
U006,2025-02-15 12:38:59.980688,Spotify,197,1,Saturday,12,5,Telegram,2.96
U104,2025-02-17 16:48:59.980710,Twitter,34,5,Monday,16,3,Twitter,12.06
U017,2025-03-09 02:11:59.980732,Facebook,199,2,Sunday,2,7,Facebook,2.26
U181,2025-02-27 15:22:59.980753,YouTube,149,1,Thursday,15,5,Twitter,4.69
U008,2025-01-17 08:21:59.980775,Spotify,12,1,Friday,8,3,TikTok,12.63
U101,2025-01-31 10:51:59.980797,Spotify,183,5,Friday,10,5,Telegram,1.2
U084,2025-01-30 10:39:59.980819,TikTok,213,1,Thursday,10,6,Spotify,7.12
U199,2025-01-28 03:35:59.980841,Facebook,59,0,Tuesday,3,4,TikTok,1.05
U139,2025-02-16 16:06:59.980862,WhatsApp,53,3,Sunday,16,1,None,18.36
U134,2025-02-22 17:58:59.980883,WhatsApp,92,3,Saturday,17,7,TikTok,3.83
U159,2025-03-05 06:35:59.980905,Twitter,46,2,Wednesday,6,6,WhatsApp,35.4
U092,2025-01-30 21:36:59.980926,Twitter,108,4,Thursday,21,4,Spotify,0.64
U146,2025-03-05 05:35:59.980956,TikTok,132,0,Wednesday,5,4,Instagram,6.21
U076,2025-02-16 10:24:59.980979,Spotify,201,2,Sunday,10,7,Twitter,8.24
U171,2025-02-16 17:21:59.981001,Twitter,94,2,Sunday,17,9,YouTube,13.11
U011,2025-01-08 04:52:59.981023,Facebook,208,0,Wednesday,4,10,Telegram,0.82
U172,2025-01-11 15:07:59.981045,Twitter,225,0,Saturday,15,5,Facebook,3.26
U037,2025-01-04 03:18:59.981066,Twitter,200,5,Saturday,3,4,Spotify,3.08
U045,2025-01-02 19:05:59.981088,WhatsApp,242,2,Thursday,19,6,TikTok,10.95
U081,2025-03-10 07:40:59.981110,Twitter,165,4,Monday,7,2,Spotify,5.04
U099,2025-02-12 23:04:59.981131,Facebook,274,3,Wednesday,23,6,WhatsApp,28.84
U056,2025-03-09 19:39:59.981153,Telegram,204,3,Sunday,19,7,Telegram,3.81
U125,2025-01-17 11:42:59.981175,Instagram,190,5,Friday,11,6,Twitter,12.15
U089,2025-02-24 23:20:59.981196,WhatsApp,155,3,Monday,23,5,WhatsApp,11.7
U170,2025-02-02 10:34:59.981217,YouTube,45,0,Sunday,10,6,Instagram,1.58
U176,2025-02-09 10:12:59.981239,YouTube,297,5,Sunday,10,5,Instagram,6.76
U186,2025-01-12 03:44:59.981261,YouTube,28,5,Sunday,3,6,Instagram,7.43
U126,2025-02-08 22:52:59.981283,Twitter,86,4,Saturday,22,6,WhatsApp,49.61
U137,2025-02-04 15:25:59.981305,YouTube,119,3,Tuesday,15,7,TikTok,11.57
U026,2025-01-29 17:22:59.981327,YouTube,275,5,Wednesday,17,4,YouTube,1.03
U113,2025-01-05 12:33:59.981352,Facebook,77,5,Sunday,12,5,WhatsApp,1.22
U034,2025-02-15 19:23:59.981373,Instagram,59,3,Saturday,19,7,Instagram,28.27
U177,2025-02-18 01:11:59.981393,WhatsApp,223,3,Tuesday,1,7,Facebook,5.72
U008,2025-01-31 20:04:59.981416,Telegram,51,2,Friday,20,4,Spotify,11.3
U091,2025-01-02 04:00:59.981438,WhatsApp,161,5,Thursday,4,6,Telegram,1.59
U113,2025-02-03 14:47:59.981457,TikTok,232,5,Monday,14,6,Facebook,46.53
U107,2025-02-16 16:17:59.981477,Facebook,172,0,Sunday,16,6,Spotify,5.3
U159,2025-02-26 17:51:59.981499,TikTok,250,1,Wednesday,17,7,Twitter,4.33
U178,2025-01-27 06:15:59.981521,TikTok,21,5,Monday,6,5,Instagram,5.96
U088,2025-01-21 11:16:59.981543,Instagram,58,2,Tuesday,11,5,WhatsApp,6.46
U100,2025-02-03 03:10:59.981571,Facebook,254,4,Monday,3,4,WhatsApp,2.51
U050,2025-01-20 06:58:59.981595,Facebook,246,0,Monday,6,3,Facebook,26.83
U148,2024-12-31 21:21:59.981627,Facebook,162,3,Tuesday,21,3,Instagram,10.28
U170,2025-01-19 09:43:59.981651,Telegram,139,3,Sunday,9,7,YouTube,16.01
U194,2025-01-18 11:36:59.981673,TikTok,183,5,Saturday,11,4,WhatsApp,22.09
U008,2025-02-21 01:09:59.981707,WhatsApp,12,2,Friday,1,5,Telegram,9.95
U153,2025-01-26 18:01:59.981729,Twitter,139,2,Sunday,18,8,Telegram,3.16
U044,2025-03-01 04:59:59.981752,WhatsApp,209,5,Saturday,4,3,TikTok,14.02
U077,2025-03-04 08:15:59.981774,TikTok,284,3,Tuesday,8,9,Telegram,19.51
U127,2025-01-03 00:47:59.981796,Twitter,66,3,Friday,0,5,TikTok,4.12
U002,2025-02-25 06:32:59.981817,Facebook,145,3,Tuesday,6,6,WhatsApp,11.83
U161,2025-01-24 11:37:59.981839,Instagram,71,5,Friday,11,9,YouTube,4.34
U145,2025-02-15 18:01:59.981861,Spotify,191,2,Saturday,18,6,Facebook,20.32
U132,2025-03-01 19:35:59.981882,WhatsApp,167,4,Saturday,19,4,WhatsApp,25.04
U025,2025-01-29 13:29:59.981907,Facebook,52,4,Wednesday,13,7,Instagram,6.7
U119,2025-01-15 22:27:59.981928,Spotify,260,4,Wednesday,22,7,Telegram,16.67
U017,2025-01-10 23:23:59.981950,Twitter,262,5,Friday,23,8,Facebook,23.78
U195,2025-02-03 00:06:59.981972,Spotify,196,5,Monday,0,5,TikTok,9.19
U060,2025-01-12 06:26:59.981994,Telegram,293,2,Sunday,6,7,YouTube,9.57
U024,2025-03-10 13:27:59.982016,YouTube,169,2,Monday,13,5,Spotify,27.87
U123,2025-02-28 16:41:59.982037,Telegram,167,2,Friday,16,3,WhatsApp,2.55
U183,2025-03-06 00:05:59.982058,Twitter,60,5,Thursday,0,5,Spotify,6.76
U127,2025-03-07 13:23:59.982081,Telegram,164,3,Friday,13,6,Twitter,7.95
U072,2025-02-23 21:52:59.982103,Spotify,54,5,Sunday,21,5,Facebook,3.65
U120,2025-01-29 13:00:59.982125,Twitter,53,2,Wednesday,13,10,Instagram,10.9
U145,2025-02-28 11:40:59.982147,YouTube,164,2,Friday,11,7,Spotify,13.72
U153,2025-02-08 10:18:59.982168,Twitter,277,4,Saturday,10,9,Twitter,18.12
U126,2025-01-03 21:58:59.982191,WhatsApp,20,1,Friday,21,7,Twitter,0.63
U167,2025-02-01 21:54:59.982212,TikTok,296,3,Saturday,21,10,Facebook,10.98
U083,2025-02-24 17:05:59.982234,WhatsApp,18,4,Monday,17,3,Instagram,18.69
U178,2025-02-23 22:16:59.982256,Spotify,16,5,Sunday,22,6,TikTok,0.39
U057,2025-01-31 12:55:59.982277,Facebook,64,4,Friday,12,3,WhatsApp,0.07
U168,2025-01-14 05:10:59.982299,WhatsApp,141,4,Tuesday,5,5,Spotify,3.92
U047,2025-01-02 14:05:59.982321,Instagram,125,5,Thursday,14,6,Spotify,5.77
U167,2025-01-06 23:31:59.982342,Telegram,41,1,Monday,23,11,TikTok,1.39
U144,2025-01-20 06:44:59.982364,Spotify,31,3,Monday,6,2,Spotify,33.28
U081,2025-01-22 06:36:59.982395,Spotify,150,3,Wednesday,6,3,Twitter,1.97
U080,2025-01-16 21:17:59.982418,YouTube,53,5,Thursday,21,3,Instagram,4.7
U062,2025-02-28 23:47:59.982440,TikTok,201,0,Friday,23,8,Telegram,10.75
U131,2025-02-13 16:38:59.982463,Telegram,54,1,Thursday,16,7,Spotify,1.92
U008,2025-03-07 17:15:59.982483,Facebook,296,1,Friday,17,6,WhatsApp,12.38
U188,2025-01-25 08:47:59.982504,WhatsApp,155,3,Saturday,8,9,Facebook,16.1
U167,2025-02-02 01:02:59.982525,Spotify,255,0,Sunday,1,12,Telegram,2.41
U012,2025-02-23 23:02:59.982546,WhatsApp,128,4,Sunday,23,4,Facebook,13.03
U144,2025-02-17 03:02:59.982568,WhatsApp,148,1,Monday,3,3,Spotify,0.3
U070,2025-02-14 02:29:59.982589,TikTok,223,2,Friday,2,11,TikTok,2.18
U118,2025-02-06 22:35:59.982611,Instagram,25,4,Thursday,22,2,Facebook,8.08
U050,2025-01-11 14:32:59.982632,Telegram,176,1,Saturday,14,4,Facebook,5.16
U157,2025-02-23 00:08:59.982651,Facebook,43,1,Sunday,0,10,Twitter,22.06
U112,2025-01-24 09:24:59.982670,Instagram,284,0,Friday,9,7,Twitter,1.29
U012,2025-02-25 20:35:59.982692,Facebook,159,1,Tuesday,20,5,WhatsApp,18.88
U103,2025-01-01 15:19:59.982713,YouTube,201,2,Wednesday,15,5,TikTok,19.32
U187,2025-01-05 11:06:59.982734,Telegram,84,5,Sunday,11,8,Instagram,4.92
U173,2025-02-03 20:24:59.982756,Spotify,88,4,Monday,20,5,Spotify,10.53
U172,2025-03-06 23:18:59.982792,YouTube,83,4,Thursday,23,6,Twitter,18.96
U011,2025-03-01 21:53:59.982815,Facebook,56,0,Saturday,21,11,Facebook,3.16
U075,2025-03-04 04:50:59.982837,Facebook,213,0,Tuesday,4,5,Spotify,3.34
U193,2025-02-05 19:36:59.982865,Spotify,111,3,Wednesday,19,4,WhatsApp,9.64
U092,2025-02-17 05:51:59.982886,TikTok,211,0,Monday,5,5,Twitter,11.94
U194,2025-02-26 08:58:59.982907,TikTok,210,4,Wednesday,8,5,TikTok,11.15
U149,2025-02-23 00:43:59.982929,Telegram,268,4,Sunday,0,3,Telegram,2.63
U182,2025-02-11 01:38:59.982951,Spotify,181,1,Tuesday,1,5,WhatsApp,1.75
U054,2025-02-02 00:53:59.982973,YouTube,253,2,Sunday,0,4,TikTok,28.53
U082,2025-01-25 05:22:59.982995,Spotify,170,2,Saturday,5,10,WhatsApp,1.25
U058,2025-01-04 11:20:59.983017,Instagram,189,3,Saturday,11,6,TikTok,36.91
U023,2025-01-16 10:57:59.983038,Facebook,226,2,Thursday,10,8,WhatsApp,8.15
U073,2025-02-26 19:58:59.983060,TikTok,19,2,Wednesday,19,3,Instagram,17.21
U102,2025-01-27 11:27:59.983079,Facebook,169,5,Monday,11,6,Instagram,7.92
U087,2025-02-17 14:02:59.983100,WhatsApp,28,3,Monday,14,5,Telegram,22.95
U177,2025-02-20 06:32:59.983128,Facebook,95,0,Thursday,6,8,WhatsApp,4.38
U081,2025-01-26 23:55:59.983150,Instagram,201,3,Sunday,23,4,Spotify,1.01
U175,2025-01-21 04:36:59.983172,Twitter,297,4,Tuesday,4,8,Spotify,23.61
U100,2025-03-09 23:02:59.983193,Twitter,137,2,Sunday,23,5,Facebook,8.39
U177,2025-03-03 21:41:59.983214,Spotify,175,5,Monday,21,9,Facebook,8.38
U134,2025-01-10 15:22:59.983236,WhatsApp,273,5,Friday,15,8,WhatsApp,27.91
U139,2025-01-20 17:15:59.983258,TikTok,43,0,Monday,17,2,WhatsApp,4.17
U094,2025-01-15 05:39:59.983281,TikTok,273,3,Wednesday,5,8,Spotify,22.0
U199,2025-01-04 11:49:59.983303,YouTube,101,4,Saturday,11,5,Facebook,6.24
U023,2025-03-01 19:26:59.983325,Telegram,191,1,Saturday,19,9,Facebook,2.23
U058,2025-01-03 13:15:59.983353,WhatsApp,109,1,Friday,13,7,Instagram,4.82
U042,2025-02-16 10:44:59.983375,Telegram,260,5,Sunday,10,3,YouTube,16.12
U192,2025-01-31 05:05:59.983396,YouTube,134,1,Friday,5,7,YouTube,19.29
U030,2025-01-23 00:12:59.983418,Twitter,83,5,Thursday,0,3,TikTok,13.64
U030,2025-03-05 18:37:59.983440,Twitter,238,5,Wednesday,18,4,Twitter,26.74
U026,2025-02-20 23:29:59.983460,TikTok,78,3,Thursday,23,5,YouTube,4.34
U190,2025-01-01 11:32:59.983487,Spotify,112,0,Wednesday,11,9,YouTube,10.4
U036,2025-02-08 12:02:59.983510,Telegram,208,5,Saturday,12,6,Instagram,3.59
U120,2025-03-04 00:35:59.983532,Twitter,84,5,Tuesday,0,11,Twitter,2.94
U169,2024-12-31 21:23:59.983553,YouTube,81,4,Tuesday,21,3,Instagram,26.37
U057,2025-01-05 08:53:59.983576,Telegram,215,2,Sunday,8,4,Facebook,7.85
U098,2025-03-01 04:39:59.983597,TikTok,166,3,Saturday,4,6,YouTube,10.33
U163,2025-02-05 00:08:59.983619,Twitter,279,1,Wednesday,0,9,WhatsApp,7.47
U190,2025-02-19 09:06:59.983642,Telegram,248,2,Wednesday,9,10,Spotify,19.12
U040,2025-02-22 17:39:59.983664,TikTok,226,2,Saturday,17,3,Telegram,12.77
U183,2025-01-26 04:59:59.983685,Facebook,298,3,Sunday,4,6,Twitter,6.28
U186,2025-03-04 06:46:59.983707,WhatsApp,258,1,Tuesday,6,7,YouTube,26.27
U113,2025-03-06 00:24:59.983730,WhatsApp,296,0,Thursday,0,7,TikTok,14.87
U151,2025-03-01 23:51:59.983752,Spotify,213,5,Saturday,23,7,YouTube,41.94
U155,2025-02-18 01:02:59.983775,Twitter,260,0,Tuesday,1,9,YouTube,24.35
U165,2025-02-04 12:10:59.983797,TikTok,62,0,Tuesday,12,7,Twitter,25.27
U100,2025-02-08 07:14:59.983825,Instagram,236,1,Saturday,7,6,Twitter,23.63
U071,2025-01-06 05:05:59.983848,Instagram,38,1,Monday,5,5,Telegram,0.06
U081,2025-02-09 15:43:59.983869,YouTube,157,1,Sunday,15,5,Instagram,10.02
U007,2025-02-04 11:52:59.983891,Facebook,250,1,Tuesday,11,6,Telegram,14.12
U114,2025-02-02 03:07:59.983912,YouTube,66,3,Sunday,3,7,WhatsApp,4.12
U179,2025-02-05 05:30:59.983934,TikTok,193,3,Wednesday,5,7,Twitter,3.43
U182,2025-01-07 19:59:59.983956,TikTok,224,2,Tuesday,19,6,Spotify,2.88
U071,2025-01-25 13:57:59.983978,TikTok,57,0,Saturday,13,6,Instagram,2.68
U119,2025-02-06 09:05:59.984012,Spotify,117,2,Thursday,9,8,Spotify,2.66
U092,2025-01-27 13:06:59.984035,Telegram,35,2,Monday,13,6,TikTok,1.7
U043,2025-02-06 21:15:59.984084,TikTok,261,2,Thursday,21,7,Spotify,2.42
U030,2025-02-07 14:35:59.984107,TikTok,50,5,Friday,14,5,Twitter,27.81
U138,2025-01-23 11:08:59.984128,WhatsApp,143,3,Thursday,11,6,Facebook,3.85
U047,2025-01-07 01:43:59.984150,Instagram,258,3,Tuesday,1,7,Instagram,9.18
U156,2025-02-01 16:54:59.984172,Facebook,83,1,Saturday,16,3,Telegram,14.58
U051,2025-01-11 16:04:59.984194,Spotify,299,0,Saturday,16,4,TikTok,31.89
U188,2025-02-28 05:34:59.984216,Facebook,276,5,Friday,5,10,WhatsApp,1.15
U027,2025-03-06 22:15:59.984238,WhatsApp,31,3,Thursday,22,3,YouTube,7.81
U169,2025-01-02 06:59:59.984259,YouTube,223,2,Thursday,6,4,YouTube,7.73
U138,2025-02-10 05:40:59.984281,Facebook,55,3,Monday,5,7,WhatsApp,18.81
U013,2025-01-10 22:19:59.984303,TikTok,50,1,Friday,22,8,TikTok,4.71
U118,2025-01-22 18:39:59.984326,Telegram,105,5,Wednesday,18,3,Instagram,14.35
U015,2025-02-02 00:40:59.984347,WhatsApp,267,2,Sunday,0,10,Spotify,0.11
U133,2025-01-23 18:12:59.984369,Facebook,264,4,Thursday,18,2,WhatsApp,7.72
U062,2025-02-26 13:11:59.984391,Spotify,65,5,Wednesday,13,9,TikTok,12.83
U101,2025-02-03 11:24:59.984413,Twitter,53,1,Monday,11,6,Spotify,20.18
U174,2025-02-08 02:14:59.984434,Spotify,211,1,Saturday,2,3,Facebook,13.14
U121,2025-02-11 17:30:59.984456,YouTube,208,1,Tuesday,17,6,YouTube,8.11
U134,2025-02-06 03:18:59.984477,Twitter,196,0,Thursday,3,9,WhatsApp,14.94
U084,2025-01-25 12:33:59.984501,Spotify,223,4,Saturday,12,7,TikTok,15.13
U113,2025-03-06 04:08:59.984523,TikTok,71,2,Thursday,4,8,WhatsApp,22.9
U012,2025-02-01 05:01:59.984545,WhatsApp,25,5,Saturday,5,6,Facebook,10.73
U159,2025-01-23 21:07:59.984566,TikTok,12,2,Thursday,21,8,TikTok,1.1
U142,2025-01-13 20:18:59.984597,Twitter,287,3,Monday,20,5,Telegram,3.15
U174,2025-01-08 14:48:59.984618,Telegram,174,5,Wednesday,14,4,Spotify,17.11
U068,2025-02-26 04:22:59.984640,Telegram,210,5,Wednesday,4,5,TikTok,11.85
U193,2025-03-09 22:18:59.984661,Telegram,40,2,Sunday,22,5,Spotify,15.91
U153,2025-02-11 18:01:59.984683,YouTube,51,5,Tuesday,18,10,Twitter,16.16
U035,2025-03-01 00:40:59.984704,Twitter,33,2,Saturday,0,3,TikTok,7.55
U146,2025-01-11 19:41:59.984726,Telegram,205,4,Saturday,19,5,TikTok,1.89
U099,2025-01-22 03:58:59.984747,Spotify,146,2,Wednesday,3,7,Facebook,17.04
U193,2025-02-09 01:38:59.984769,TikTok,204,0,Sunday,1,6,Telegram,5.17
U094,2025-03-02 18:01:59.984792,Twitter,141,4,Sunday,18,9,TikTok,10.1
U176,2025-03-03 22:52:59.984819,TikTok,279,5,Monday,22,6,YouTube,3.37
U139,2025-01-19 04:29:59.984842,Twitter,20,0,Sunday,4,3,TikTok,6.44
U135,2025-03-05 12:28:59.984864,Spotify,214,0,Wednesday,12,4,Telegram,16.24
U108,2025-01-25 08:42:59.984885,TikTok,205,4,Saturday,8,8,Facebook,6.75
U087,2025-02-15 03:39:59.984906,Spotify,239,2,Saturday,3,6,WhatsApp,6.18
U160,2025-02-21 02:31:59.984927,Spotify,76,5,Friday,2,8,TikTok,4.25
U189,2025-01-29 17:22:59.984949,Facebook,196,0,Wednesday,17,5,Spotify,3.16
U013,2025-01-22 19:46:59.984970,Instagram,297,3,Wednesday,19,9,TikTok,0.58
U073,2025-01-09 16:09:59.984992,Facebook,272,0,Thursday,16,4,TikTok,0.97
U048,2025-02-20 18:49:59.985013,YouTube,125,0,Thursday,18,8,TikTok,30.41
U133,2025-01-30 04:42:59.985147,WhatsApp,35,4,Thursday,4,3,Facebook,0.55
U197,2025-01-23 14:02:59.985168,Facebook,282,1,Thursday,14,4,Facebook,8.8
U197,2025-01-28 18:19:59.985187,Telegram,29,3,Tuesday,18,5,Facebook,0.63
U165,2025-02-20 07:33:59.985206,TikTok,83,2,Thursday,7,8,TikTok,1.05
U173,2025-01-30 20:28:59.985227,WhatsApp,28,2,Thursday,20,6,Spotify,4.44
U133,2025-01-31 16:55:59.985249,Instagram,21,4,Friday,16,4,WhatsApp,0.96
U029,2025-01-23 09:19:59.985278,Facebook,94,3,Thursday,9,7,YouTube,43.68
U113,2025-02-23 15:44:59.985299,WhatsApp,70,3,Sunday,15,9,TikTok,0.62
U140,2025-02-14 18:23:59.985321,Instagram,296,0,Friday,18,7,TikTok,9.53
U120,2025-02-28 01:25:59.985341,YouTube,188,5,Friday,1,12,Twitter,14.78
U001,2025-01-17 06:52:59.985363,Spotify,224,4,Friday,6,11,Spotify,21.29
U027,2025-01-01 13:02:59.985390,Telegram,16,1,Wednesday,13,4,WhatsApp,24.27
U177,2025-02-11 08:29:59.985409,Twitter,18,0,Tuesday,8,10,Spotify,6.27
U095,2025-01-29 09:14:59.985428,WhatsApp,268,1,Wednesday,9,10,YouTube,16.27
U036,2025-01-28 16:28:59.985447,Telegram,228,1,Tuesday,16,7,Telegram,9.46
U027,2025-03-04 21:20:59.985466,Telegram,43,0,Tuesday,21,5,Telegram,4.68
U131,2025-01-02 12:41:59.985486,Instagram,278,2,Thursday,12,8,Telegram,4.43
U110,2025-03-04 23:11:59.985509,YouTube,282,3,Tuesday,23,6,YouTube,13.0
U075,2025-01-19 04:01:59.985529,Instagram,97,0,Sunday,4,6,Facebook,1.59
U018,2025-01-27 05:46:59.985548,Facebook,53,4,Monday,5,7,TikTok,20.71
U029,2025-02-25 11:22:59.985567,Telegram,44,0,Tuesday,11,8,Facebook,14.11
U098,2025-02-02 17:14:59.985587,Instagram,20,5,Sunday,17,7,TikTok,8.6
U072,2025-01-20 11:01:59.985606,WhatsApp,245,1,Monday,11,6,Spotify,16.04
U159,2025-02-10 19:09:59.985625,Instagram,144,5,Monday,19,9,TikTok,3.79
U122,2025-01-22 10:08:59.985644,Facebook,179,2,Wednesday,10,4,YouTube,4.14
U174,2025-02-26 08:46:59.985663,Telegram,283,3,Wednesday,8,5,Telegram,0.6
U181,2025-02-05 03:20:59.985681,YouTube,148,0,Wednesday,3,6,YouTube,4.5
U085,2025-03-03 23:47:59.985701,TikTok,125,1,Monday,23,5,Instagram,25.69
U179,2025-03-07 10:42:59.985724,YouTube,81,1,Friday,10,8,TikTok,7.88
U163,2025-01-20 14:46:59.985745,WhatsApp,204,2,Monday,14,10,Twitter,0.79
U143,2025-01-22 10:58:59.985765,Spotify,136,5,Wednesday,10,12,Spotify,1.04
U198,2025-02-21 06:18:59.985786,Facebook,275,4,Friday,6,7,WhatsApp,2.17
U182,2025-02-02 16:20:59.985809,YouTube,100,3,Sunday,16,7,TikTok,1.71
U077,2025-03-03 09:57:59.985830,Telegram,203,3,Monday,9,10,TikTok,3.24
U172,2025-01-15 15:06:59.985849,Telegram,202,0,Wednesday,15,7,YouTube,0.94
U139,2025-01-21 20:30:59.985869,TikTok,204,5,Tuesday,20,4,Twitter,13.45
U003,2025-02-05 01:27:59.985890,TikTok,135,1,Wednesday,1,5,Spotify,21.4
U163,2025-02-23 20:30:59.985913,WhatsApp,28,0,Sunday,20,11,WhatsApp,1.69
U013,2025-01-26 22:50:59.985945,Telegram,55,0,Sunday,22,10,Instagram,2.79
U062,2024-12-31 17:25:59.985968,Telegram,154,5,Tuesday,17,10,Spotify,8.43
U078,2025-01-24 02:17:59.985989,Twitter,288,4,Friday,2,4,Instagram,4.04
U172,2025-02-08 20:15:59.986010,WhatsApp,280,4,Saturday,20,8,Telegram,2.5
U112,2025-02-20 11:52:59.986031,TikTok,48,5,Thursday,11,8,Instagram,2.6
U091,2025-02-13 10:55:59.986052,YouTube,71,4,Thursday,10,7,WhatsApp,0.4
U041,2025-01-15 01:26:59.986077,TikTok,170,4,Wednesday,1,5,Instagram,0.51
U062,2025-02-23 18:04:59.986098,YouTube,76,5,Sunday,18,11,Telegram,8.68
U175,2025-03-07 02:53:59.986118,Twitter,15,0,Friday,2,9,Twitter,2.18
U136,2025-03-02 06:37:59.986140,TikTok,160,1,Sunday,6,12,Twitter,1.18
U179,2025-02-13 06:47:59.986161,Telegram,183,0,Thursday,6,9,YouTube,16.46
U074,2025-02-24 12:54:59.986181,Facebook,68,4,Monday,12,5,Twitter,15.07
U131,2025-01-23 20:14:59.986203,WhatsApp,70,4,Thursday,20,9,Instagram,2.17
U109,2025-01-26 06:19:59.986224,Telegram,80,2,Sunday,6,4,TikTok,1.97
U144,2025-01-28 02:21:59.986244,YouTube,12,5,Tuesday,2,4,WhatsApp,9.92
U125,2025-01-05 02:07:59.986268,Telegram,58,0,Sunday,2,7,Instagram,8.63
U191,2025-02-09 11:41:59.986297,Twitter,139,3,Sunday,11,7,Twitter,12.06
U151,2025-02-24 19:23:59.986320,WhatsApp,251,5,Monday,19,8,Spotify,10.77
U106,2025-01-13 17:22:59.986342,Telegram,100,3,Monday,17,2,Telegram,4.56
U016,2025-01-18 01:11:59.986370,Telegram,43,0,Saturday,1,5,Twitter,8.99
U115,2025-02-13 04:55:59.986392,Telegram,196,1,Thursday,4,3,Twitter,6.72
U110,2025-01-17 02:18:59.986413,YouTube,250,1,Friday,2,7,YouTube,9.07
U081,2025-03-08 15:49:59.986433,Telegram,109,1,Saturday,15,6,YouTube,16.0
U146,2025-03-04 13:32:59.986455,WhatsApp,56,0,Tuesday,13,6,Telegram,12.98
U076,2025-02-01 13:36:59.986476,TikTok,103,0,Saturday,13,8,Spotify,40.72
U101,2025-02-23 12:04:59.986498,Spotify,204,4,Sunday,12,7,Twitter,19.33
U122,2025-01-28 21:33:59.986518,Telegram,235,5,Tuesday,21,5,Facebook,4.31
U052,2025-02-02 08:10:59.986538,Twitter,48,4,Sunday,8,6,YouTube,0.89
U064,2025-02-18 20:22:59.986560,YouTube,49,3,Tuesday,20,7,Facebook,1.28
U053,2025-01-24 15:58:59.986581,Spotify,175,2,Friday,15,7,WhatsApp,5.39
U153,2025-01-19 02:37:59.986602,Instagram,23,3,Sunday,2,11,YouTube,6.56
U143,2025-03-10 23:05:59.986623,TikTok,151,3,Monday,23,13,Spotify,6.01
U056,2025-01-08 22:47:59.986643,Telegram,281,5,Wednesday,22,8,Telegram,31.17
U134,2025-01-02 04:30:59.986664,Facebook,73,1,Thursday,4,10,Twitter,3.82
U113,2025-03-01 01:16:59.986685,Spotify,100,2,Saturday,1,10,WhatsApp,22.51
U057,2025-01-19 06:00:59.986706,YouTube,247,5,Sunday,6,5,Telegram,4.34
U182,2025-01-14 04:14:59.986727,YouTube,128,5,Tuesday,4,8,YouTube,0.94
U039,2025-02-01 07:38:59.986756,Telegram,228,0,Saturday,7,4,TikTok,11.24
U043,2025-01-26 04:58:59.986779,Instagram,248,5,Sunday,4,8,TikTok,21.68
U100,2025-02-04 13:51:59.986800,Instagram,130,3,Tuesday,13,7,Instagram,0.67
U046,2025-01-28 02:53:59.986819,Instagram,10,4,Tuesday,2,6,YouTube,27.34
U061,2025-02-20 12:49:59.986839,Telegram,176,1,Thursday,12,4,Spotify,6.06
U016,2025-02-28 17:05:59.986859,Facebook,151,1,Friday,17,6,Telegram,28.93
U138,2025-02-19 18:39:59.986879,Telegram,17,5,Wednesday,18,8,Facebook,33.58
U117,2025-01-28 03:04:59.986900,TikTok,151,5,Tuesday,3,5,Instagram,10.76
U017,2024-12-31 17:37:59.986920,Telegram,197,3,Tuesday,17,9,Twitter,9.02
